content,brand,model,score,sentiment_original,neg,neu,pos,compound,sentiment_vader
Jest przepiękny...prawdziwie kobiecy,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Bez zarzutu, kto zna Iphona ten wie",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jeden z najbardziej udanych modeli,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super smartfon. Serdecznie polecam.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.435,0.565,0.5994,P
Wszystko w jak najlepszym porządku,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Najlepszy stosunek ceny do jakości.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Tak jak powinno być, bez zarzutów.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Nic dodać, nic ująć - majstersztyk",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
iPhone zawsze będzie numerem jeden,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Ok. Bardzo fajny poręczny telefon.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Robi Najlepsze zdjęcia na świecie,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Polecam! Produkt zgodny z opisem.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Brak ładowarki powinien być karany,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Mam złoty ale biały i czarny cudo,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
spełnia moje wszystkie oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Polecam każdemu miłośnikowi iphone,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Robi to do czego został stworzony,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt spełnił moje oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Rewelacja Przesiadka z 7 na 12 👍,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Super telefon, polecam wszystkim!",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.417,0.583,0.636,P
"Jak to iphone, co tu więcej mówić",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Najlepsza forma i super wydajność,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.506,0.494,0.5994,P
"Super telefon , znakomity aparat",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.506,0.494,0.5994,P
"jeszcze nie wiem , bo to prezent.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Bardzo dobry i elegancki telefon,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Vaillant Mag Mini 114/1 10022615,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jak każdy iPhone jest znakomity,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Telefon super. Córka zachwycona,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.435,0.565,0.5994,P
Mega zadowolona jestem z zakupu.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jakości wykonania bardzo dobra.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super wszystko sprawnie i szybko,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.506,0.494,0.5994,P
Wszystko zgodnie z oczekiwaniami,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Bardzo dobry spełnia oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super. Tylko bateria mogła by trzymać trochę dłużej,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.642,0.358,0.5994,P
Produkt zgodny ze specyfikacją.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Zgodnie z zamówieniem. Polecam.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"To iPhone, to nie może być złe)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Dokładnie to czego oczekiwałam.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Spełnił wszystkie oczekiwania.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Zgodny z opisem / oczekiwaniami,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jak narazie to telefon super...,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.506,0.494,0.5994,P
Super. Córka bardzo zadowolona,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.435,0.565,0.5994,P
wszystko zgodne z oczekiwaniami,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Świetny wygląd, funkcje, aparat",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Zakochałam sie w tym telefonie,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Mały, intuicyjny , nowoczesny",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Bardzo fajny telefon. Polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Spełnia wszystkie oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Na razie działa bez zarzutów.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Idealny zamiennik iPhone 6s :),Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.571,0.429,0.4588,P
Super idealnie pasuje do ręki,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.506,0.494,0.5994,P
Bardzo ładny i dobry telefon.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Wszystko super oprócz ceny...,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.435,0.565,0.5994,P
Odpukac sprawuje się b.dobrze,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jestem zadowolony z produktu.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
dobrze się sprawuje polecam:),Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Bardzo dobrej jakości telefon,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"smartfon super, zakup udany.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.435,0.565,0.5994,P
Transakcja przebiegła wzorowo,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"rewelacja, najlepszy na rynku",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Lepszego iPhona nie miałem 🙂,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.689,0.311,0.4033,P
Duży i spełnia oczekiwania 😜,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Produkt OK, zgodny z opisem.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt najwyższej jakości.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Wszystko ok sprawnie szybko,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.577,0.423,0.296,P
Kolor obłędny.A reszta super,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.435,0.565,0.5994,P
Najlepszy iPhone do tej pory,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Kup go, to się przekonasz :)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.625,0.375,0.4588,P
Najlepszy z najmniejszych.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
bardzo zgrabny i efektowny.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Wykonanie super same zalety,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.435,0.565,0.5994,P
Bardzo dobrze się sprawuje,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jak zawsze IP i nic innego,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Najwyższa jakość wykonania.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Tego właśnie oczekiwałem .,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jakość sama w sobie polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super- jestem b. Zadowolony,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.435,0.565,0.5994,P
"rewelacyjny telefon,polecam",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Dokładnie taki jak miał być,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
świetny wygląd powrócił! :),Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.477,0.523,0.5093,P
czekałem na małego iphone'a,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt nowy dobrej marki.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Rewelacja ! Super rakieta.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.417,0.583,0.636,P
Zgodnie z oczekiwaniami :),Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.5,0.5,0.4588,P
Szybki i łatwy w obsłudze,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Polecam, mały ale świetny.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Wszystko zgodnie z ofertą.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Polecam , świetny telefon",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"właściwy rozmiar, poręczny",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt najwyższej klasy.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Świetny telefon, polecam.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
To co miało być to jest.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Spełnia moje oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt zgodny z opisem.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Wszystko zgodnie z opisem,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
